,name,rating,review_date,reviewer,neighborhood,cuisine,review_link_1,review_link_2
275,Kyo Ya,3 star,"April 10, 2012",Pete Wells,East Village,"Japanese, Sushi",https://www.nytimes.com/2012/04/11/dining/reviews/kyo-ya-nyc-restaurant-review.html,https://www.nytimes.com/2012/04/11/dining/reviews/kyo-ya-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
276,Acme,2 star,"March 13, 2012",Pete Wells,NoHo,"American, Scandinavian",https://www.nytimes.com/2012/03/14/dining/reviews/acme-signals-the-arrival-of-new-nordic-cuisine.html,https://www.nytimes.com/2012/03/14/dining/reviews/acme-signals-the-arrival-of-new-nordic-cuisine.html?rref=collection%2Fcollection%2Frestaurant-guide
277,RedFarm,2 star,"March 6, 2012",Pete Wells,West Village,Chinese,https://www.nytimes.com/2012/03/07/dining/reviews/redfarm-in-the-west-village-turns-up-the-flavors.html,https://www.nytimes.com/2012/03/07/dining/reviews/redfarm-in-the-west-village-turns-up-the-flavors.html?rref=collection%2Fcollection%2Frestaurant-guide
278,Jungsik,2 star,"Feb. 28, 2012",Pete Wells,TriBeCa,Korean,https://www.nytimes.com/2012/02/29/dining/reviews/jungsik-intribeca-reinterprets-korean-cuisine.html,https://www.nytimes.com/2012/02/29/dining/reviews/jungsik-intribeca-reinterprets-korean-cuisine.html?rref=collection%2Fcollection%2Frestaurant-guide
279,Shake Shack,1 star,"Feb. 21, 2012",Pete Wells,Downtown Brooklyn,"Fast Food, Hamburgers, Hot Dogs",https://www.nytimes.com/2012/02/22/dining/reviews/shake-shack-struggles-with-inconsistency.html,https://www.nytimes.com/2012/02/22/dining/reviews/shake-shack-struggles-with-inconsistency.html?rref=collection%2Fcollection%2Frestaurant-guide
280,Il Buco Alimentari e Vineria,3 star,"Feb. 14, 2012",Pete Wells,NoHo,Italian,https://www.nytimes.com/2012/02/15/dining/reviews/il-buco-alimentari-e-vineria-nyc-restaurant-review.html,https://www.nytimes.com/2012/02/15/dining/reviews/il-buco-alimentari-e-vineria-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
281,Kutsher's Tribeca,1 star,"Feb. 7, 2012",Pete Wells,TriBeCa,"Deli, Eastern European",https://www.nytimes.com/2012/02/08/dining/reviews/kutshers-tribeca-nyc-restaurant-review.html,https://www.nytimes.com/2012/02/08/dining/reviews/kutshers-tribeca-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
282,Parm,2 star,"Jan. 24, 2012",Pete Wells,Nolita,"American, Italian",https://www.nytimes.com/2012/01/25/dining/reviews/parm-restaurant-review-nyc.html,https://www.nytimes.com/2012/01/25/dining/reviews/parm-restaurant-review-nyc.html?rref=collection%2Fcollection%2Frestaurant-guide
283,Lupa,1 star,"Dec. 20, 2011",Eric Asimov,Greenwich Village,Italian,https://www.nytimes.com/2011/12/21/dining/a-trattoria-competes-with-its-past-restaurant-review.html,https://www.nytimes.com/2011/12/21/dining/a-trattoria-competes-with-its-past-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
284,Monkey Bar,2 star,"Dec. 6, 2011",Eric Asimov,Midtown East,American,https://www.nytimes.com/2011/12/07/dining/reviews/monkey-bar-nyc-restaurant-review.html,https://www.nytimes.com/2011/12/07/dining/reviews/monkey-bar-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
285,Sushi Yasuda,3 star,"Nov. 15, 2011",Eric Asimov,Midtown East,"Japanese, Sushi",https://www.nytimes.com/2011/11/16/dining/reviews/sushi-yasuda-nyc-restaurant-review.html,https://www.nytimes.com/2011/11/16/dining/reviews/sushi-yasuda-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
286,Saxon & Parole,1 star,"Nov. 1, 2011",Eric Asimov,NoHo,American,https://www.nytimes.com/2011/11/02/dining/reviews/saxon-parole-nyc-restaurant-review.html,https://www.nytimes.com/2011/11/02/dining/reviews/saxon-parole-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
287,Salinas,2 star,"Oct. 25, 2011",Eric Asimov,Chelsea,Spanish,https://www.nytimes.com/2011/10/26/dining/reviews/salinas-nyc-restaurant-review.html,https://www.nytimes.com/2011/10/26/dining/reviews/salinas-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
288,Tertulia,2 star,"Oct. 4, 2011",Sam Sifton,West Village,Spanish,https://www.nytimes.com/2011/10/05/dining/reviews/tertulia-nyc-restaurant-review.html,https://www.nytimes.com/2011/10/05/dining/reviews/tertulia-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
289,Coppelia,1 star,"Sept. 27, 2011",Sam Sifton,Chelsea,"Caribbean, Latin, Latin American",https://www.nytimes.com/2011/09/28/dining/reviews/miss-lilys-and-coppelia-nyc-restaurant-review.html,https://www.nytimes.com/2011/09/28/dining/reviews/miss-lilys-and-coppelia-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
290,Miss Lily’s Favourite Cakes,0.75 star,"Sept. 27, 2011",Sam Sifton,Greenwich Village,Caribbean,https://www.nytimes.com/2011/09/28/dining/reviews/miss-lilys-and-coppelia-nyc-restaurant-review.html,https://www.nytimes.com/2011/09/28/dining/reviews/miss-lilys-and-coppelia-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
291,St. Anselm,1 star,"Sept. 20, 2011",Sam Sifton,Williamsburg,"American, Steak Houses",https://www.nytimes.com/2011/09/21/dining/reviews/st-anselm-nyc-restaurant-review.html,https://www.nytimes.com/2011/09/21/dining/reviews/st-anselm-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
292,Craft,3 star,"Sept. 6, 2011",Sam Sifton,Flatiron,New American,https://www.nytimes.com/2011/09/07/dining/reviews/craft-nyc-restaurant-review.html,https://www.nytimes.com/2011/09/07/dining/reviews/craft-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
293,456 Shanghai Cuisine,1 star,"Aug. 30, 2011",Sam Sifton,Chinatown,Chinese,https://www.nytimes.com/2011/08/31/dining/reviews/456-shanghai-cuisine-nyc-restaurant-review.html,https://www.nytimes.com/2011/08/31/dining/reviews/456-shanghai-cuisine-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
294,Roberta's,2 star,"Aug. 23, 2011",Sam Sifton,Bushwick,"Italian, Pizza",https://www.nytimes.com/2011/08/24/dining/reviews/robertas-nyc-restaurant-review.html,https://www.nytimes.com/2011/08/24/dining/reviews/robertas-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
295,Danji,1 star,"Aug. 16, 2011",Sam Sifton,Clinton,Korean,https://www.nytimes.com/2011/08/17/dining/reviews/danji-manhattan-restaurant-review.html,https://www.nytimes.com/2011/08/17/dining/reviews/danji-manhattan-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
296,Boulud Sud,2 star,"Aug. 9, 2011",Sam Sifton,Upper West Side,Mediterranean,https://www.nytimes.com/2011/08/10/dining/reviews/boulud-sud-nyc-restaurant-review.html,https://www.nytimes.com/2011/08/10/dining/reviews/boulud-sud-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
297,The Leopard at Des Artistes ,2 star,"Aug. 2, 2011",Sam Sifton,Upper West Side,Italian,https://www.nytimes.com/2011/08/03/dining/reviews/leopard-at-des-artistes-nyc-restaurant-review.html,https://www.nytimes.com/2011/08/03/dining/reviews/leopard-at-des-artistes-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
298,Palm Too,1 star,"July 26, 2011",Sam Sifton,Midtown East,Steak Houses,https://www.nytimes.com/2011/07/27/dining/reviews/palm-and-palm-too-nyc-restaurant-review.html,https://www.nytimes.com/2011/07/27/dining/reviews/palm-and-palm-too-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
299,The Dutch,2 star,"July 5, 2011",Sam Sifton,SoHo,American,https://www.nytimes.com/2011/07/06/dining/reviews/the-dutch-nyc-restaurant-review.html,https://www.nytimes.com/2011/07/06/dining/reviews/the-dutch-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
300,Empellón Taqueria,1 star,"June 28, 2011",Sam Sifton,West Village,Mexican,https://www.nytimes.com/2011/06/29/dining/reviews/empellon-nyc-restaurant-review.html,https://www.nytimes.com/2011/06/29/dining/reviews/empellon-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
301,Masa,3 star,"June 14, 2011",Sam Sifton,Upper West Side,"Japanese, Sushi",https://www.nytimes.com/2011/06/15/dining/reviews/masa-nyc-restaurant-review.html,https://www.nytimes.com/2011/06/15/dining/reviews/masa-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
302,Gotham Bar and Grill,3 star,"May 17, 2011",Sam Sifton,Greenwich Village,New American,https://www.nytimes.com/2011/05/18/dining/reviews/gotham-bar-and-grill-nyc-restaurant-review.html,https://www.nytimes.com/2011/05/18/dining/reviews/gotham-bar-and-grill-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
303,The National Bar and Dining Rooms,1 star,"May 10, 2011",Sam Sifton,Midtown East,American,https://www.nytimes.com/2011/05/11/dining/reviews/the-national-in-midtown-nyc-restaurant-review.html,https://www.nytimes.com/2011/05/11/dining/reviews/the-national-in-midtown-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
304,Colonie,1 star,"May 3, 2011",Sam Sifton,Brooklyn Heights,American,https://www.nytimes.com/2011/05/04/dining/reviews/04rest.html,https://www.nytimes.com/2011/05/04/dining/reviews/04rest.html?rref=collection%2Fcollection%2Frestaurant-guide
305,Brooklyn Fare,3 star,"April 26, 2011",Sam Sifton,Boerum Hill,"American, Seafood",https://www.nytimes.com/2011/04/27/dining/reviews/27rest.html,https://www.nytimes.com/2011/04/27/dining/reviews/27rest.html?rref=collection%2Fcollection%2Frestaurant-guide
306,Junoon,2 star,"March 29, 2011",Sam Sifton,Midtown South,Indian,https://www.nytimes.com/2011/03/30/dining/reviews/30rest.html,https://www.nytimes.com/2011/03/30/dining/reviews/30rest.html?rref=collection%2Fcollection%2Frestaurant-guide
307,Tulsi,1 star,"March 29, 2011",Sam Sifton,Midtown East,Indian,https://www.nytimes.com/2011/03/30/dining/reviews/30rest.html,https://www.nytimes.com/2011/03/30/dining/reviews/30rest.html?rref=collection%2Fcollection%2Frestaurant-guide
308,Red Rooster Harlem,2 star,"March 8, 2011",Sam Sifton,Harlem,"American, Southern",https://www.nytimes.com/2011/03/09/dining/reviews/09rest.html,https://www.nytimes.com/2011/03/09/dining/reviews/09rest.html?rref=collection%2Fcollection%2Frestaurant-guide
309,Fishtag,0.5 star,"March 1, 2011",Sam Sifton,Upper West Side,"Mediterranean, Seafood",https://www.nytimes.com/2011/03/02/dining/reviews/02rest.html,https://www.nytimes.com/2011/03/02/dining/reviews/02rest.html?rref=collection%2Fcollection%2Frestaurant-guide
310,Ai Fiori,3 star,"Feb. 22, 2011",Sam Sifton,Midtown South,"French, Italian",https://www.nytimes.com/2011/02/23/dining/reviews/23rest.html,https://www.nytimes.com/2011/02/23/dining/reviews/23rest.html?rref=collection%2Fcollection%2Frestaurant-guide
311,Hunan Kitchen of Grand Sichuan,1 star,"Feb. 8, 2011",Sam Sifton,Flushing,Chinese,https://www.nytimes.com/2011/02/09/dining/reviews/09rest.html,https://www.nytimes.com/2011/02/09/dining/reviews/09rest.html?rref=collection%2Fcollection%2Frestaurant-guide
312,The Fat Radish,1 star,"Feb. 1, 2011",Sam Sifton,Lower East Side,English,https://www.nytimes.com/2011/02/02/dining/reviews/02rest.html,https://www.nytimes.com/2011/02/02/dining/reviews/02rest.html?rref=collection%2Fcollection%2Frestaurant-guide
313,Anella,1 star,"Dec. 21, 2010",Sam Sifton,Greenpoint,"Italian, New American",https://www.nytimes.com/2010/12/22/dining/reviews/22rest.html,https://www.nytimes.com/2010/12/22/dining/reviews/22rest.html?rref=collection%2Fcollection%2Frestaurant-guide
314,Riverpark,2 star,"Dec. 7, 2010",Sam Sifton,Kips Bay,American,https://www.nytimes.com/2010/12/08/dining/reviews/08rest.html,https://www.nytimes.com/2010/12/08/dining/reviews/08rest.html?rref=collection%2Fcollection%2Frestaurant-guide
315,Osteria Morini,1 star,"Nov. 30, 2010",Sam Sifton,SoHo,"Italian, Seafood",https://www.nytimes.com/2010/12/01/dining/reviews/01rest.html,https://www.nytimes.com/2010/12/01/dining/reviews/01rest.html?rref=collection%2Fcollection%2Frestaurant-guide
316,Lincoln Ristorante,2 star,"Nov. 23, 2010",Sam Sifton,Upper West Side,Italian,https://www.nytimes.com/2010/11/24/dining/reviews/24rest.html,https://www.nytimes.com/2010/11/24/dining/reviews/24rest.html?rref=collection%2Fcollection%2Frestaurant-guide
317,Lavo,0.5 star,"Nov. 9, 2010",Sam Sifton,Midtown East,Italian,https://www.nytimes.com/2010/11/10/dining/reviews/10rest.html,https://www.nytimes.com/2010/11/10/dining/reviews/10rest.html?rref=collection%2Fcollection%2Frestaurant-guide
318,The Lambs Club,1 star,"Oct. 26, 2010",Sam Sifton,Times Square Theatre District,American,https://www.nytimes.com/2010/10/27/dining/reviews/27rest.html,https://www.nytimes.com/2010/10/27/dining/reviews/27rest.html?rref=collection%2Fcollection%2Frestaurant-guide
319,Marc Forgione,2 star,"Oct. 5, 2010",Sam Sifton,TriBeCa,"American, New American",https://www.nytimes.com/2010/10/06/dining/06rest.html,https://www.nytimes.com/2010/10/06/dining/06rest.html?rref=collection%2Fcollection%2Frestaurant-guide
320,Ayada,1 star,"Sept. 7, 2010",Ligaya Mishan,Elmhurst,Thai,https://www.nytimes.com/2010/09/08/dining/reviews/08under.html,https://www.nytimes.com/2010/09/08/dining/reviews/08under.html?rref=collection%2Fcollection%2Frestaurant-guide
321,Toloache,1 star,"Aug. 17, 2010",Sam Sifton,Midtown,Mexican,https://www.nytimes.com/2010/08/18/dining/reviews/18rest.html,https://www.nytimes.com/2010/08/18/dining/reviews/18rest.html?rref=collection%2Fcollection%2Frestaurant-guide
322,Tamarind Tribeca,2 star,"Aug. 3, 2010",Sam Sifton,TriBeCa,Indian,https://www.nytimes.com/2010/08/04/dining/reviews/04rest.html,https://www.nytimes.com/2010/08/04/dining/reviews/04rest.html?rref=collection%2Fcollection%2Frestaurant-guide
323,The Lion,1 star,"July 27, 2010",Sam Sifton,Greenwich Village,American,https://www.nytimes.com/2010/07/28/dining/reviews/28rest.html,https://www.nytimes.com/2010/07/28/dining/reviews/28rest.html?rref=collection%2Fcollection%2Frestaurant-guide
324,Má Pêche,2 star,"July 13, 2010",Sam Sifton,Midtown,Asian,https://www.nytimes.com/2010/07/14/dining/reviews/14rest.html,https://www.nytimes.com/2010/07/14/dining/reviews/14rest.html?rref=collection%2Fcollection%2Frestaurant-guide
325,Balaboosta,1 star,"June 29, 2010",Sam Sifton,Nolita,Mediterranean,https://www.nytimes.com/2010/06/30/dining/reviews/30rest.html,https://www.nytimes.com/2010/06/30/dining/reviews/30rest.html?rref=collection%2Fcollection%2Frestaurant-guide
326,Takashi,1 star,"June 15, 2010",Sam Sifton,West Village,Japanese,https://www.nytimes.com/2010/06/16/dining/reviews/16rest.html,https://www.nytimes.com/2010/06/16/dining/reviews/16rest.html?rref=collection%2Fcollection%2Frestaurant-guide
327,ABC Kitchen,2 star,"June 1, 2010",Sam Sifton,Flatiron,New American,https://www.nytimes.com/2010/06/02/dining/reviews/02rest.html,https://www.nytimes.com/2010/06/02/dining/reviews/02rest.html?rref=collection%2Fcollection%2Frestaurant-guide
328,Prime Meats,2 star,"May 25, 2010",Sam Sifton,Carroll Gardens,German,https://www.nytimes.com/2010/05/26/dining/reviews/26rest.html,https://www.nytimes.com/2010/05/26/dining/reviews/26rest.html?rref=collection%2Fcollection%2Frestaurant-guide
329,The Mark Restaurant by Jean-Georges,2 star,"April 27, 2010",Sam Sifton,Upper East Side,New American,https://www.nytimes.com/2010/04/28/dining/reviews/28rest.html,https://www.nytimes.com/2010/04/28/dining/reviews/28rest.html?rref=collection%2Fcollection%2Frestaurant-guide
330,Nello,0.5 star,"April 13, 2010",Sam Sifton,Upper East Side,Italian,https://www.nytimes.com/2010/04/14/dining/reviews/14rest.html,https://www.nytimes.com/2010/04/14/dining/reviews/14rest.html?rref=collection%2Fcollection%2Frestaurant-guide
331,Recette,2 star,"March 30, 2010",Sam Sifton,West Village,"New American, Spanish",https://www.nytimes.com/2010/03/31/dining/reviews/31rest.html,https://www.nytimes.com/2010/03/31/dining/reviews/31rest.html?rref=collection%2Fcollection%2Frestaurant-guide
332,Strip House,2 star,"March 9, 2010",Sam Sifton,Greenwich Village,Steak Houses,https://www.nytimes.com/2010/03/10/dining/reviews/10Rest.html,https://www.nytimes.com/2010/03/10/dining/reviews/10Rest.html?rref=collection%2Fcollection%2Frestaurant-guide
333,Tanoreen,1 star,"Feb. 23, 2010",Sam Sifton,Bay Ridge,Middle Eastern,https://www.nytimes.com/2010/02/24/dining/reviews/24rest.html,https://www.nytimes.com/2010/02/24/dining/reviews/24rest.html?rref=collection%2Fcollection%2Frestaurant-guide
334,Motorino,1 star,"Feb. 16, 2010",Sam Sifton,East Village,"Italian, Pizza",https://www.nytimes.com/2010/02/17/dining/reviews/17rest.html,https://www.nytimes.com/2010/02/17/dining/reviews/17rest.html?rref=collection%2Fcollection%2Frestaurant-guide
335,Novitá,2 star,"Feb. 9, 2010",Sam Sifton,Gramercy Park,Italian,https://www.nytimes.com/2010/02/10/dining/reviews/10rest.html,https://www.nytimes.com/2010/02/10/dining/reviews/10rest.html?rref=collection%2Fcollection%2Frestaurant-guide
336,Maialino,2 star,"Jan. 19, 2010",Sam Sifton,Gramercy Park,Italian,https://www.nytimes.com/2010/01/20/dining/reviews/20rest.html,https://www.nytimes.com/2010/01/20/dining/reviews/20rest.html?rref=collection%2Fcollection%2Frestaurant-guide
337,The Breslin Bar and Dining Room,1 star,"Jan. 12, 2010",Sam Sifton,NoMad,"American, English",https://www.nytimes.com/2010/01/13/dining/reviews/13rest.html,https://www.nytimes.com/2010/01/13/dining/reviews/13rest.html?rref=collection%2Fcollection%2Frestaurant-guide
338,Casa Lever,2 star,"Jan. 5, 2010",Sam Sifton,Midtown East,Italian,https://www.nytimes.com/2010/01/06/dining/reviews/06rest.html,https://www.nytimes.com/2010/01/06/dining/reviews/06rest.html?rref=collection%2Fcollection%2Frestaurant-guide
339,Purple Yam,1 star,"Dec. 29, 2009",Sam Sifton,Ditmas,"Asian, Philippine",https://www.nytimes.com/2009/12/30/dining/reviews/30rest.html,https://www.nytimes.com/2009/12/30/dining/reviews/30rest.html?rref=collection%2Fcollection%2Frestaurant-guide
340,La Grenouille,3 star,"Dec. 22, 2009",Sam Sifton,Midtown East,French,https://www.nytimes.com/2009/12/23/dining/reviews/23rest.html,https://www.nytimes.com/2009/12/23/dining/reviews/23rest.html?rref=collection%2Fcollection%2Frestaurant-guide
341,Madangsui,1 star,"Dec. 8, 2009",Sam Sifton,Koreatown,Korean,https://www.nytimes.com/2009/12/09/dining/reviews/09rest.html,https://www.nytimes.com/2009/12/09/dining/reviews/09rest.html?rref=collection%2Fcollection%2Frestaurant-guide
342,Oceana,2 star,"Nov. 17, 2009",Sam Sifton,Times Square Theatre District,Seafood,https://www.nytimes.com/2009/11/18/dining/reviews/18rest.html,https://www.nytimes.com/2009/11/18/dining/reviews/18rest.html?rref=collection%2Fcollection%2Frestaurant-guide
343,Aureole,1 star,"Nov. 10, 2009",Sam Sifton,Times Square Theatre District,New American,https://www.nytimes.com/2009/11/11/dining/reviews/11rest.html,https://www.nytimes.com/2009/11/11/dining/reviews/11rest.html?rref=collection%2Fcollection%2Frestaurant-guide
344,Le Relais de Venise L’Entrecôte,1 star,"Nov. 3, 2009",Sam Sifton,Midtown East,French,https://www.nytimes.com/2009/11/04/dining/reviews/04rest.html,https://www.nytimes.com/2009/11/04/dining/reviews/04rest.html?rref=collection%2Fcollection%2Frestaurant-guide
345,Marea,3 star,"Oct. 20, 2009",Sam Sifton,Midtown,"Italian, Seafood",https://www.nytimes.com/2009/10/21/dining/reviews/21rest.html,https://www.nytimes.com/2009/10/21/dining/reviews/21rest.html?rref=collection%2Fcollection%2Frestaurant-guide
346,The Redhead,1 star,"Aug. 18, 2009",Frank Bruni,East Village,"American, Southern",https://www.nytimes.com/2009/08/19/dining/reviews/19rest.html,https://www.nytimes.com/2009/08/19/dining/reviews/19rest.html?rref=collection%2Fcollection%2Frestaurant-guide
347,Locanda Verde,2 star,"July 21, 2009",Frank Bruni,TriBeCa,Italian,https://www.nytimes.com/2009/07/22/dining/reviews/22rest.html,https://www.nytimes.com/2009/07/22/dining/reviews/22rest.html?rref=collection%2Fcollection%2Frestaurant-guide
348,Aldea,2 star,"July 7, 2009",Frank Bruni,Flatiron,"New American, Portuguese",https://www.nytimes.com/2009/07/08/dining/reviews/08rest.html,https://www.nytimes.com/2009/07/08/dining/reviews/08rest.html?rref=collection%2Fcollection%2Frestaurant-guide
349,Spice Market,1 star,"June 23, 2009",Frank Bruni,West Village,Asian,https://www.nytimes.com/2009/06/24/dining/reviews/24rest.html,https://www.nytimes.com/2009/06/24/dining/reviews/24rest.html?rref=collection%2Fcollection%2Frestaurant-guide
350,Rye,1 star,"June 16, 2009",Frank Bruni,Williamsburg,"American, Bistros, New American",https://www.nytimes.com/2009/06/17/dining/reviews/17rest.html,https://www.nytimes.com/2009/06/17/dining/reviews/17rest.html?rref=collection%2Fcollection%2Frestaurant-guide
351,Flex Mussels,1 star,"June 2, 2009",Frank Bruni,Upper East Side,Seafood,https://www.nytimes.com/2009/06/03/dining/reviews/03rest.html,https://www.nytimes.com/2009/06/03/dining/reviews/03rest.html?rref=collection%2Fcollection%2Frestaurant-guide
352,Ippudo,1 star,"May 26, 2009",Frank Bruni,East Village,Japanese,https://www.nytimes.com/2009/05/27/dining/reviews/27rest.html,https://www.nytimes.com/2009/05/27/dining/reviews/27rest.html?rref=collection%2Fcollection%2Frestaurant-guide
353,Minetta Tavern,3 star,"May 19, 2009",Frank Bruni,Greenwich Village,French,https://www.nytimes.com/2009/05/20/dining/reviews/20rest.html,https://www.nytimes.com/2009/05/20/dining/reviews/20rest.html?rref=collection%2Fcollection%2Frestaurant-guide
354,Fishtail by David Burke,1 star,"May 5, 2009",Frank Bruni,Upper East Side,"American, Seafood",https://www.nytimes.com/2009/05/06/dining/reviews/06rest.html,https://www.nytimes.com/2009/05/06/dining/reviews/06rest.html?rref=collection%2Fcollection%2Frestaurant-guide
355,La Fonda del Sol,2 star,"April 21, 2009",Frank Bruni,Midtown East,Latin American,https://www.nytimes.com/2009/04/22/dining/reviews/22rest.html,https://www.nytimes.com/2009/04/22/dining/reviews/22rest.html?rref=collection%2Fcollection%2Frestaurant-guide
356,Txikito,1 star,"April 21, 2009",Frank Bruni,Chelsea,"Spanish, Tapas",https://www.nytimes.com/2009/04/22/dining/reviews/22rest.html,https://www.nytimes.com/2009/04/22/dining/reviews/22rest.html?rref=collection%2Fcollection%2Frestaurant-guide
357,Macao Trading Company,1 star,"March 31, 2009",Frank Bruni,TriBeCa,"Asian, Chinese, Portuguese",https://www.nytimes.com/2009/04/01/dining/reviews/01rest.html,https://www.nytimes.com/2009/04/01/dining/reviews/01rest.html?rref=collection%2Fcollection%2Frestaurant-guide
358,Kefi,1 star,"March 17, 2009",Frank Bruni,Upper West Side,Greek,https://www.nytimes.com/2009/03/18/dining/reviews/18rest.html,https://www.nytimes.com/2009/03/18/dining/reviews/18rest.html?rref=collection%2Fcollection%2Frestaurant-guide
359,L'Artusi,1 star,"March 3, 2009",Frank Bruni,West Village,Italian,https://www.nytimes.com/2009/03/04/dining/reviews/04rest.html,https://www.nytimes.com/2009/03/04/dining/reviews/04rest.html?rref=collection%2Fcollection%2Frestaurant-guide
360,Buttermilk Channel,1 star,"Feb. 24, 2009",Frank Bruni,Carroll Gardens,"American, Bistros",https://www.nytimes.com/2009/02/25/dining/reviews/25rest.html,https://www.nytimes.com/2009/02/25/dining/reviews/25rest.html?rref=collection%2Fcollection%2Frestaurant-guide
361,Corton,3 star,"Dec. 9, 2008",Frank Bruni,TriBeCa,"French, New American",https://www.nytimes.com/2008/12/10/dining/reviews/10rest.html,https://www.nytimes.com/2008/12/10/dining/reviews/10rest.html?rref=collection%2Fcollection%2Frestaurant-guide
362,Market Table,2 star,"Nov. 11, 2008",Frank Bruni,West Village,New American,https://www.nytimes.com/2008/11/12/dining/reviews/12rest.html,https://www.nytimes.com/2008/11/12/dining/reviews/12rest.html?rref=collection%2Fcollection%2Frestaurant-guide
363,Bobo,1 star,"Nov. 5, 2008",Frank Bruni,West Village,"American, New American",https://www.nytimes.com/2008/11/05/dining/reviews/05rest.html,https://www.nytimes.com/2008/11/05/dining/reviews/05rest.html?rref=collection%2Fcollection%2Frestaurant-guide
364,Kanoyama,1 star,"Oct. 29, 2008",Frank Bruni,East Village,"Japanese, Sushi",https://www.nytimes.com/2008/10/29/dining/reviews/29rest.html,https://www.nytimes.com/2008/10/29/dining/reviews/29rest.html?rref=collection%2Fcollection%2Frestaurant-guide
365,Sushi Azabu,1 star,"Oct. 29, 2008",Frank Bruni,TriBeCa,"Japanese, Sushi",https://www.nytimes.com/2008/10/29/dining/reviews/29rest.html,https://www.nytimes.com/2008/10/29/dining/reviews/29rest.html?rref=collection%2Fcollection%2Frestaurant-guide
366,Candle 79,1 star,"Oct. 14, 2008",Frank Bruni,Upper East Side,"American, Vegan",https://www.nytimes.com/2008/10/15/dining/reviews/15rest.html,https://www.nytimes.com/2008/10/15/dining/reviews/15rest.html?rref=collection%2Fcollection%2Frestaurant-guide
367,Socarrat Paella Bar,1 star,"Oct. 7, 2008",Frank Bruni,Chelsea,Spanish,https://www.nytimes.com/2008/10/08/dining/reviews/08rest.html,https://www.nytimes.com/2008/10/08/dining/reviews/08rest.html?rref=collection%2Fcollection%2Frestaurant-guide
368,Delicatessen,1 star,"Sept. 23, 2008",Frank Bruni,Nolita,"American, Diners",https://www.nytimes.com/2008/09/24/dining/reviews/24rest.html,https://www.nytimes.com/2008/09/24/dining/reviews/24rest.html?rref=collection%2Fcollection%2Frestaurant-guide
369,James,1 star,"Sept. 16, 2008",Frank Bruni,Prospect Heights,"American, European",https://www.nytimes.com/2008/09/17/dining/reviews/17rest.html,https://www.nytimes.com/2008/09/17/dining/reviews/17rest.html?rref=collection%2Fcollection%2Frestaurant-guide
370,Michael's,0.75 star,"Sept. 9, 2008",Frank Bruni,Midtown,New American,https://www.nytimes.com/2008/09/10/dining/reviews/10rest.html,https://www.nytimes.com/2008/09/10/dining/reviews/10rest.html?rref=collection%2Fcollection%2Frestaurant-guide
371,Perbacco,2 star,"Aug. 19, 2008",Frank Bruni,East Village,Italian,https://www.nytimes.com/2008/08/20/dining/reviews/20rest.html,https://www.nytimes.com/2008/08/20/dining/reviews/20rest.html?rref=collection%2Fcollection%2Frestaurant-guide
372,Scarpetta,3 star,"July 30, 2008",Frank Bruni,Chelsea,Italian,https://www.nytimes.com/2008/07/30/dining/reviews/30rest.html,https://www.nytimes.com/2008/07/30/dining/reviews/30rest.html?rref=collection%2Fcollection%2Frestaurant-guide
373,Szechuan Gourmet,2 star,"July 23, 2008",Frank Bruni,Midtown South,Chinese,https://www.nytimes.com/2008/07/23/dining/reviews/23rest.html,https://www.nytimes.com/2008/07/23/dining/reviews/23rest.html?rref=collection%2Fcollection%2Frestaurant-guide
374,Gottino,1 star,"June 25, 2008",Frank Bruni,West Village,Italian,https://www.nytimes.com/2008/06/25/dining/reviews/25rest.html,https://www.nytimes.com/2008/06/25/dining/reviews/25rest.html?rref=collection%2Fcollection%2Frestaurant-guide
